#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:37:20 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebff0677e60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/635/A45&tab:{J/A+A/635/A45/table1}&key:source=J/A+A/635/A45/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/635/A45/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=GLON
#-out=e_GLON
#-out=GLAT
#-out=e_GLAT
#-out=plx
#-out=e_plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Note
#-out=Simbad
#Simbad=Simbad
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36350045
#Name: J/A+A/635/A45
#Title: 570 new open clusters in the Galactic disc (Castro-Ginard+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_635_A45_table1:
#Name: J/A+A/635/A45/table1
#Title: Mean parameters for the reported UBC clusters (updated, 07-Apr-2020)
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Cluster	(A6)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F15.11)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F15.11)	Right Ascension standard deviation	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F15.11)	Declination standard deviation	[ucd=stat.error;pos.eq.dec]
#Column	GLON	(F14.10)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	e_GLON	(F14.10)	Galactic longitude standard deviation	[ucd=stat.error]
#Column	GLAT	(F14.10)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	e_GLAT	(F14.10)	Galactic latitude standard deviation	[ucd=stat.error]
#Column	plx	(F10.4)	Parallax mean	[ucd=pos.parallax.trig]
#Column	e_plx	(F10.4)	Parallax standard deviation	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F9.3)	Proper motion in right ascension standard deviation	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F9.3)	Proper motion in declination standard deviation	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Note	(A1)	[ab] Note (1)	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Cluster;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;GLON;e_GLON;GLAT;e_GLAT;plx;e_plx;pmRA;e_pmRA;pmDE;e_pmDE;Note;Simbad;_RA.icrs;_DE.icrs
279.7630271418438; -4.8025983916457;UBC107;279.76303123789;  0.11370381179; -4.80260549151;  0.10049278227; 27.2467723225;  0.1058531942;  0.5574465418;  0.1083201329;    0.3200;    0.0462;    0.948;    0.160;   -1.649;    0.141; ;Simbad;279.76302714363; -4.80259838989
281.6285853930410; -5.1964652530091;UBC108;281.62857266517;  0.09223351444; -5.19648104579;  0.11211186383; 27.7461602495;  0.1058152327; -1.2754627603;  0.0990705763;    0.6212;    0.0202;   -2.944;    0.072;   -3.668;    0.067; ;Simbad;281.62858539316; -5.19646525493
281.8522903038308; -5.2545119117598;UBC109;281.85229206359;  0.08562524752; -5.25452103523;  0.09068402087; 27.7960664987;  0.0954951033; -1.5002206642;  0.0798801090;    0.4710;    0.0320;    0.407;    0.097;   -2.119;    0.097;a;Simbad;281.85229030306; -5.25451191123
281.6144672724914; -4.9701940431598;UBC110;281.61446381072;  0.07794499634; -4.97020528497;  0.10529154639; 27.9411800402;  0.1022566017; -1.1597754765;  0.0816336970;    0.2437;    0.0303;   -0.801;    0.089;   -2.611;    0.090; ;Simbad;281.61446727221; -4.97019404144
282.2982024807274; -4.4755583489887;UBC111;282.29820718814;  0.13253030113; -4.47555801746;  0.13093119715; 28.6922217025;  0.1400033423; -1.5409023212;  0.1225301191;    0.6161;    0.0333;    1.090;    0.109;    0.077;    0.117;a;Simbad;282.29820247931; -4.47555835003
283.9711112302234; -5.1009141913572;UBC112;283.97110921153;  0.05248784327; -5.10093280427;  0.05943344783; 28.8929109751;  0.0544225888; -3.3100677681;  0.0575638669;    0.4934;    0.0274;   -0.467;    0.104;   -4.323;    0.102;a;Simbad;283.97111122891; -5.10091419122
285.1437553420022; -1.5501007580108;UBC113;285.14375749126;  0.07866524000; -1.55010294523;  0.06544672780; 32.5930623057;  0.0728918162; -2.7394754722;  0.0718752655;    0.3889;    0.0426;    0.499;    0.110;   -0.508;    0.107; ;Simbad;285.14375534342; -1.55010075990
286.4400034355270; -0.4073323539818;UBC114;286.43999699856;  0.09178405250; -0.40734044843;  0.10326596255; 34.2032522601;  0.0971463106; -3.3721442949;  0.0984010726;    0.6607;    0.0254;   -1.495;    0.099;   -1.880;    0.090; ;Simbad;286.44000343671; -0.40733235581
293.9281203879076; -3.6256663876593;UBC115;293.92811836887;  0.14793815381; -3.62568788530;  0.15123284306; 34.7497824122;  0.1592780574;-11.4993663099;  0.1425159762;    1.6584;    0.0440;   -0.468;    0.145;   -4.993;    0.159;a;Simbad;293.92812038997; -3.62566638715
291.6791004249239;  0.1987984090097;UBC116;291.67909738088;  0.11224756368;  0.19878937165;  0.14510899177; 37.1569467864;  0.1429633160; -7.7513007787;  0.1165697593;    1.1033;    0.0483;   -0.707;    0.146;   -2.099;    0.168;a;Simbad;291.67910042685; +0.19879840830
282.1055223915773;  8.7173279536273;UBC117;282.10552208231;  0.09080455834;  8.71732161154;  0.07728661423; 40.3655412861;  0.0688610880;  4.6279094143;  0.0965297884;    0.4232;    0.0373;   -0.071;    0.134;   -1.473;    0.151;a;Simbad;282.10552239083; +8.71732795340
282.6399915130988;  9.7822051284752;UBC118;282.63999051258;  0.10479083420;  9.78218690736;  0.11880795622; 41.5577679411;  0.1210966336;  4.6364415555;  0.1010553512;    0.6546;    0.0335;   -0.229;    0.130;   -4.232;    0.140; ;Simbad;282.63999151322; +9.78220512646
290.6337689010922;  8.3985085447269;UBC119;290.63376306911;  0.08089252430;  8.39849845250;  0.09535801065; 43.9589920198;  0.1015804113; -3.0093270783;  0.0721607038;    0.5614;    0.0256;   -1.340;    0.141;   -2.344;    0.119; ;Simbad;290.63376890109; +8.39850854325
284.0848210233690; 13.2381320460982;UBC120;284.08482599935;  0.09033110198; 13.23813815999;  0.10661972337; 45.2940403699;  0.1129090425;  4.9274070595;  0.0802993709;    0.8336;    0.0213;    1.125;    0.108;    1.420;    0.103; ;Simbad;284.08482102470;+13.23813204769
288.8930645317466; 12.8548265130029;UBC121;288.89305902028;  0.08594741697; 12.85481210231;  0.07798029575; 47.0987775710;  0.0721180657;  0.5869862269;  0.0888941323;    0.5653;    0.0371;   -1.248;    0.080;   -3.347;    0.112; ;Simbad;288.89306453100;+12.85482651465
288.1440083816218; 15.7102465979365;UBC122;288.14400584116;  0.07553897867; 15.71023310002;  0.10305720598; 49.2931454712;  0.1012741262;  2.5539816766;  0.0753189887;    0.3519;    0.0384;   -0.568;    0.107;   -3.135;    0.122; ;Simbad;288.14400838133;+15.71024659913
294.1850206490681; 18.2547853792738;UBC123;294.18501104211;  0.05488488619; 18.25476499677;  0.06068508822; 54.2731040109;  0.0578684425; -1.3264495487;  0.0552479572;    0.3890;    0.0266;   -2.119;    0.093;   -4.734;    0.091; ;Simbad;294.18502064827;+18.25478537902
295.3999309962740; 19.0280026237260;UBC124;295.39992235656;  0.07799620226; 19.02797996789;  0.08933896876; 55.5125026666;  0.0944104782; -1.9494885682;  0.0672010880;    0.3547;    0.0327;   -1.897;    0.115;   -5.262;    0.086; ;Simbad;295.39993099760;+19.02800262380
288.8919859943574; 22.9705361625887;UBC125;288.89198074280;  0.12438485092; 22.97051872078;  0.10670663228; 56.0798875036;  0.1088348503;  5.2692745206;  0.1129590524;    0.7656;    0.0284;   -1.123;    0.080;   -4.051;    0.092; ;Simbad;288.89198599397;+22.97053616339
294.9965589355128; 20.0458506615677;UBC126;294.99655046115;  0.08242870872; 20.04583167837;  0.04258989178; 56.2104433076;  0.0455300504; -1.1165687531;  0.0757539594;    0.3633;    0.0241;   -1.849;    0.108;   -4.409;    0.092; ;Simbad;294.99655893367;+20.04585065961
296.3841681527987; 21.1571361299884;UBC127;296.38416653694;  0.07350805932; 21.15712084096;  0.06018098163; 57.8204695943;  0.0622129392; -1.6921871944;  0.0667397485;    0.4356;    0.0458;   -0.350;    0.093;   -3.551;    0.105;a;Simbad;296.38416815290;+21.15713612906
297.9668626860442; 22.1214191393528;UBC128;297.96685910733;  0.06718532497; 22.12140914185;  0.08349837713; 59.3970519568;  0.0844669779; -2.4743130780;  0.0610277230;    0.5833;    0.0264;   -0.770;    0.099;   -2.322;    0.105;a;Simbad;297.96686268403;+22.12141913882
299.0658541422828; 26.4421911255978;UBC129;299.06584946350;  0.19820601774; 26.44217243518;  0.19773353232; 63.6193844040;  0.1750125112; -1.1093433823;  0.1999384152;    0.8473;    0.0252;   -0.973;    0.108;   -4.341;    0.115; ;Simbad;299.06585414300;+26.44219112416
298.0507257600555; 27.4452493072239;UBC130;298.05071554745;  0.11652520329; 27.44522410250;  0.10256358693; 64.0121475694;  0.1034744612;  0.1832018602;  0.1025011181;    0.3925;    0.0257;   -2.105;    0.075;   -5.854;    0.083; ;Simbad;298.05072575789;+27.44524930876
310.2362859637704; 20.1522608382168;UBC131;310.23625726711;  0.21994461139; 20.15222116252;  0.20561078551; 64.0609600979;  0.2291123898;-13.1264384423;  0.1874054113;    1.0677;    0.0341;   -6.257;    0.159;   -9.215;    0.162;a;Simbad;310.23628596298;+20.15226083938
299.2699656180390; 28.4461631051633;UBC132;299.26995626032;  0.05637681876; 28.44614245572;  0.04934966244; 65.4254319098;  0.0479087630; -0.2222816953;  0.0509627430;    0.2706;    0.0320;   -1.911;    0.110;   -4.796;    0.105; ;Simbad;299.26996561683;+28.44616310478
303.7047050865999; 28.3755145812211;UBC133;303.70469963035;  0.11137951597; 28.37549450872;  0.11614941870; 67.4605441289;  0.1266532287; -3.5511984522;  0.0843402249;    0.5840;    0.0326;   -1.115;    0.106;   -4.662;    0.102; ;Simbad;303.70470508847;+28.37551458244
299.7316755834627; 31.0981262415892;UBC134;299.73166463710;  0.06510655214; 31.09810045992;  0.05569310929; 67.8962348549;  0.0509752308;  0.8212380975;  0.0600969596;    0.3737;    0.0300;   -2.177;    0.059;   -5.988;    0.096; ;Simbad;299.73167558355;+31.09812624047
299.8146644665687; 33.7211425696415;UBC135;299.81464627115;  0.08715062325; 33.72111490214;  0.06919036744; 70.1680010119;  0.0812463113;  2.1357394340;  0.0587436994;    0.2234;    0.0201;   -3.515;    0.080;   -6.426;    0.093; ;Simbad;299.81466446762;+33.72114256930
304.5019745419607; 32.5820278520305;UBC136;304.50197434268;  0.14569262532; 32.58201372550;  0.13618212983; 71.3408885103;  0.1423527503; -1.7782099462;  0.1156160925;    0.6901;    0.0319;   -0.039;    0.103;   -3.281;    0.105; ;Simbad;304.50197454319;+32.58202785378
301.1259625933512; 35.2248709072181;UBC137;301.12594977516;  0.05668031159; 35.22485363333;  0.04848425421; 72.0170918367;  0.0421985595;  2.0131295227;  0.0521187639;    0.3876;    0.0233;   -2.432;    0.093;   -4.012;    0.082; ;Simbad;301.12596259520;+35.22487090842
302.4846561471495; 34.9603383027012;UBC138;302.48463834281;  0.06764256393; 34.96031642187;  0.04398916468; 72.3941194518;  0.0509625464;  0.9343440673;  0.0491206537;    0.2415;    0.0350;   -3.389;    0.126;   -5.082;    0.116; ;Simbad;302.48465614477;+34.96033830116
302.7263062027527; 35.7309596726006;UBC139;302.72629513347;  0.12318963119; 35.73093859691;  0.11085556266; 73.1475019144;  0.1263084219;  1.1900110366;  0.0796434007;    0.4568;    0.0235;   -2.087;    0.095;   -4.895;    0.100; ;Simbad;302.72630620440;+35.73095967416
305.3745246073949; 38.5996647385217;UBC140;305.37450671909;  0.14273685931; 38.59963896977;  0.13792343928; 76.7059741477;  0.1214537609;  1.0390638866;  0.1292926567;    0.5508;    0.0258;   -3.247;    0.091;   -5.985;    0.120;a;Simbad;305.37452460610;+38.59966473990
313.5918039089042; 35.6907299986564;UBC141;313.59179846983;  0.11145759450; 35.69073151421;  0.09385875137; 78.3540492447;  0.1030256044; -5.9326366286;  0.0806522864;    0.7096;    0.0220;   -1.026;    0.109;    0.352;    0.103; ;Simbad;313.59180390878;+35.69072999790
305.8343183589658; 41.7100224540584;UBC142;305.83429729033;  0.16649598392; 41.70998661031;  0.13116170528; 79.4620677015;  0.1416212705;  2.5255051489;  0.1123903022;    0.8119;    0.0233;   -3.653;    0.118;   -8.325;    0.132; ;Simbad;305.83431835873;+41.71002245449
299.6603604270799; 45.5710436491893;UBC143;299.66034081903;  0.16723535182; 45.57100987641;  0.12643009009; 80.2945191619;  0.1370208995;  8.3690292194;  0.1063317310;    0.7230;    0.0190;   -3.188;    0.092;   -7.844;    0.118; ;Simbad;299.66036042862;+45.57104365133
307.5037994157948; 45.9247195450174;UBC144;307.50379177155;  0.14301660972; 45.92471545043;  0.09151539418; 83.6029216513;  0.0989775295;  3.9821755416;  0.0922961910;    0.6687;    0.0311;   -1.235;    0.098;   -0.951;    0.133;a;Simbad;307.50379941817;+45.92471954458
316.0656576157861; 42.0649553283539;UBC145;316.06564345311;  0.10450459120; 42.06493697808;  0.07115816848; 84.4588612273;  0.0871612317; -3.2300382711;  0.0592523561;    0.4738;    0.0326;   -2.442;    0.097;   -4.262;    0.096;a;Simbad;316.06565761363;+42.06495532991
309.3774990248718; 46.4774550935623;UBC146;309.37747379075;  0.14148349089; 46.47743645912;  0.11437898173; 84.8204259525;  0.1126332903;  3.2674979952;  0.0996368318;    0.4220;    0.0332;   -4.036;    0.103;   -4.328;    0.107; ;Simbad;309.37749902614;+46.47745509368
308.3011685693507; 47.1428046934370;UBC147;308.30114723063;  0.16680145472; 47.14278421191;  0.09394408074; 84.9138930032;  0.0997194933;  4.2557410401;  0.1086490645;    0.4369;    0.0282;   -3.371;    0.141;   -4.757;    0.169; ;Simbad;308.30116857073;+47.14280469414
309.7418429154176; 46.4803096166085;UBC148;309.74182983500;  0.16591044111; 46.48029571828;  0.10953586797; 84.9746868896;  0.1309965543;  3.0695067842;  0.0891964964;    0.4131;    0.0252;   -2.092;    0.094;   -3.228;    0.109; ;Simbad;309.74184291825;+46.48030961603
312.3242364151495; 46.4615836941363;UBC149;312.32423096477;  0.27932709211; 46.46157538872;  0.10595063960; 86.0624916894;  0.1393077486;  1.6614956218;  0.1698906141;    0.3849;    0.0269;   -0.872;    0.106;   -1.929;    0.133; ;Simbad;312.32423641257;+46.46158369537
325.4855382823305; 37.5363904523935;UBC150;325.48551586318;  0.18218433861; 37.53636165684;  0.18815461860; 86.3834957415;  0.1872154188;-11.5433867628;  0.1504930014;    1.1451;    0.0452;   -4.129;    0.144;   -6.688;    0.125; ;Simbad;325.48553828289;+37.53639045325
311.9724762967740; 47.4536842452773;UBC151;311.97246130152;  0.18493736958; 47.45367762764;  0.16243509590; 86.6820362123;  0.1680942830;  2.4728386719;  0.1175479410;    0.5685;    0.0254;   -2.355;    0.096;   -1.537;    0.111; ;Simbad;311.97247629396;+47.45368424397
314.3472198849731; 47.3516567463559;UBC152;314.34721640238;  0.11086872845; 47.35164915136;  0.09028870249; 87.6319425034;  0.0905700657;  1.1718207192;  0.0748080526;    0.7114;    0.0167;   -0.548;    0.084;   -1.764;    0.099; ;Simbad;314.34721988670;+47.35165674545
316.2398982469531; 46.2804817636746;UBC153;316.23986655624;  0.11922749074; 46.28045486687;  0.08433131168; 87.6822557273;  0.1017862032; -0.5080876506;  0.0595097476;    0.2714;    0.0320;   -5.087;    0.079;   -6.247;    0.101; ;Simbad;316.23989824800;+46.28048176346
317.0977248270837; 46.3339900557006;UBC154;317.09771050960;  0.11992523440; 46.33397408640;  0.06906354452; 88.1207917586;  0.0739765481; -0.9103549488;  0.0784386209;    0.2604;    0.0307;   -2.296;    0.113;   -3.709;    0.123; ;Simbad;317.09772482889;+46.33399005578
318.4078117724417; 50.1497200565217;UBC155;318.40779235394;  0.18044935223; 50.14970256305;  0.12079387176; 91.5025747276;  0.1321316563;  1.0606334581;  0.1025119004;    0.5769;    0.0260;   -2.890;    0.127;   -4.063;    0.111; ;Simbad;318.40781177205;+50.14972005466
321.7236923029579; 49.1130937672699;UBC156;321.72366766288;  0.12472008412; 49.11307487880;  0.06559569377; 92.2827538086;  0.0726692825; -1.1927340177;  0.0754236699;    0.4300;    0.0263;   -3.746;    0.102;   -4.387;    0.098; ;Simbad;321.72369230090;+49.11309376885
328.7207428077081; 49.7429311914220;UBC157;328.72075699925;  0.15197694709; 49.74292987392;  0.06699984281; 96.1259742558;  0.0766726391; -3.7128785591;  0.0910248853;    0.8197;    0.0212;    2.130;    0.084;   -0.306;    0.078; ;Simbad;328.72074280965;+49.74293119275
323.8330705155290; 53.6444509250783;UBC158;323.83305179838;  0.10736125782; 53.64443899439;  0.06245209629; 96.3377597776;  0.0636027456;  1.2198603267;  0.0625307491;    0.4646;    0.0346;   -2.577;    0.135;   -2.771;    0.118; ;Simbad;323.83307051754;+53.64445092588
339.0650321777937; 39.6529955593321;UBC159;339.06502127303;  0.18917416019; 39.65297522850;  0.22802783699; 96.4523134874;  0.1766031415;-16.1685141405;  0.2108455072;    1.9817;    0.0588;   -1.950;    0.266;   -4.722;    0.291; ;Simbad;339.06503217605;+39.65299555795
